analysis,x,time,estimate,lcl,ucl,natrisk
Plague,1,0.9839709102,0.0586386677,0.0561578367,0.0611893711,
Plague,1,0.9845496643,0.0586867713,0.0562043341,0.0612391024,
Plague,1,0.9859223575,0.0587349627,0.0562509145,0.0612889266,
Plague,1,0.9866372711,0.0587831745,0.0562975151,0.0613387712,
Plague,1,0.9872347035,0.0588314272,0.056344155,0.0613886581,
Plague,1,0.9879732556,0.0588796934,0.0563908089,0.0614385584,
Plague,1,0.9888999909,0.0589279937,0.0564374957,0.0614884938,
Plague,1,0.9924504767,0.0589764521,0.056484331,0.0615385973,
Plague,1,0.9942676696,0.0590250144,0.0565312642,0.0615888107,
Plague,1,0.9954554567,0.0590736324,0.0565782506,0.0616390826,
Plague,1,0.9983058188,0.0591223626,0.0566253427,0.0616894733,
Plague,1,0.998540341,0.0591710999,0.0566724426,0.0617398702,
Plague,1,0.9990767602,0.0592198512,0.0567195569,0.0617902808,
Plague,1,0.9998392158,0.0592686379,0.0567667055,0.0618407278,
Plague,1,1,0.0592686379,0.0567667055,0.0618407278,6900
Plague,1,1.0039302363,0.0593176094,0.0568140273,0.0618913717,
Plague,1,1.0063068802,0.0593666455,0.0568614106,0.0619420834,
Plague,1,1.0071195744,0.0594157032,0.0569088153,0.0619928169,
Plague,1,1.0080649167,0.0594648115,0.0569562682,0.0620436031,
Plague,1,1.0106016325,0.0595140285,0.0570038238,0.0620945046,
Plague,1,1.0118072175,0.0595632893,0.0570514214,0.0621454516,
Plague,1,1.0118527726,0.0596125575,0.0570990272,0.0621964051,
Plague,1,1.013237475,0.0596618915,0.0571466956,0.0622474278,
Plague,1,1.0143410411,0.0597112771,0.0571944133,0.0622985043,
Plague,1,1.0144884864,0.0597606848,0.0572421529,0.0623496031,
Plague,1,1.0171504506,0.0598102256,0.0572900177,0.0624008433,
Plague,1,1.0173722047,0.0598597888,0.0573379046,0.062452106,
Plague,1,1.0175593432,0.0599093519,0.0573857929,0.0625033672,
Plague,1,1.0179822617,0.0599589375,0.0574337033,0.062554651,
Plague,1,1.0213196027,0.0600086577,0.0574817404,0.0626060778,
Plague,1,1.022289931,0.0600584457,0.0575298419,0.0626575759,
Plague,1,1.0229486655,0.0601082792,0.057577987,0.0627091212,
Plague,1,1.0231827337,0.0601581126,0.0576261335,0.062760665,
Plague,1,1.024337445,0.0602079839,0.0576743165,0.062812248,
Plague,1,1.0245424321,0.0602578704,0.0577225151,0.0628638459,
Plague,1,1.0250994384,0.0603077797,0.0577707363,0.0629154667,
Plague,1,1.0265565932,0.0603577577,0.0578190227,0.0629671598,
Plague,1,1.026863821,0.0604077357,0.0578673105,0.0630188514,
Plague,1,1.0269317108,0.0604577213,0.0579156068,0.0630705497,
Plague,1,1.0271400332,0.060507707,0.0579639045,0.0631222465,
Plague,1,1.0287994192,0.0605577616,0.0580122677,0.063174016,
Plague,1,1.0315475045,0.0606079243,0.0580607328,0.0632258998,
Plague,1,1.0328040876,0.0606581179,0.058109228,0.0632778154,
Plague,1,1.0386941102,0.0607085701,0.058157965,0.0633300068,
Plague,1,1.0387170931,0.0607590223,0.0582067035,0.0633821967,
Plague,1,1.0388154706,0.0608094823,0.0582554507,0.0634343936,
Plague,1,1.0391589735,0.0608599582,0.058304214,0.063486606,
Plague,1,1.0391607236,0.0609104341,0.0583529787,0.0635388169,
Plague,1,1.0406384633,0.0609609655,0.0584017964,0.0635910858,
Plague,1,1.0430247156,0.0610115766,0.0584506896,0.0636434387,
Plague,1,1.0464897223,0.0610623723,0.058499756,0.0636959883,
Plague,1,1.0483841116,0.0611132653,0.0585489141,0.0637486406,
Plague,1,1.0565337233,0.0611645029,0.0585983939,0.0638016614,
Plague,1,1.0573052142,0.0612158071,0.058647937,0.0638547521,
Plague,1,1.0680187981,0.0612677633,0.0586980869,0.0639085416,
Plague,1,1.0700962947,0.0613198321,0.0587483429,0.0639624503,
Plague,1,1.0751734155,0.0613720842,0.0587987706,0.0640165545,
Plague,1,1.0763337726,0.0614244156,0.0588492734,0.0640707422,
Plague,1,1.0763899559,0.061476747,0.0588997778,0.0641249281,
Plague,1,1.0818897543,0.0615292916,0.0589504815,0.0641793416,
Plague,1,1.0828567782,0.0615819079,0.0590012534,0.0642338305,
Plague,1,1.0870729927,0.061634705,0.0590521946,0.064288512,
Plague,1,1.0879662847,0.0616875202,0.0591031542,0.0643432114,
Plague,1,1.0941482549,0.0617405645,0.0591543279,0.0643981553,
Plague,1,1.0943759255,0.0617936365,0.0592055289,0.0644531273,
Plague,1,1.0965299023,0.0618468477,0.0592568605,0.0645082472,
Plague,1,1.09681391,0.0619000681,0.0593082025,0.0645633753,
Plague,1,1.1006610808,0.0619534477,0.0593596936,0.0646186727,
Plague,1,1.1044404256,0.0620070828,0.0594114232,0.0646742435,
Plague,1,1.1047268705,0.062060718,0.0594631546,0.0647298123,
Plague,1,1.1060625185,0.0621144393,0.0595149674,0.064785472,
Plague,1,1.1084971511,0.062168276,0.059566889,0.0648412542,
Plague,1,1.1102357034,0.0622221804,0.059618875,0.0648971074,
Plague,1,1.1147594149,0.0622762409,0.0596710074,0.0649531267,
Plague,1,1.1150438126,0.0623303211,0.0597231597,0.0650091653,
Plague,1,1.1160484506,0.0623844505,0.0597753593,0.0650652551,
Plague,1,1.1164380135,0.0624385799,0.0598275608,0.0651213429,
Plague,1,1.1193186821,0.0624928281,0.0598798741,0.0651775568,
Plague,1,1.1197912885,0.0625470962,0.0599322075,0.0652337903,
Plague,1,1.1207830764,0.0626014541,0.0599846259,0.0652901185,
Plague,1,1.1216867549,0.0626558721,0.0600371017,0.0653465094,
Plague,1,1.1228054103,0.0627103402,0.0600896258,0.0654029525,
Plague,1,1.129731403,0.0627651737,0.0601424899,0.0654597872,
Plague,1,1.1336594422,0.0628202344,0.060195566,0.0655168646,
Plague,1,1.1348649327,0.0628753054,0.0602486537,0.0655739512,
Plague,1,1.1353624882,0.0629303868,0.0603017528,0.0656310471,
Plague,1,1.135704912,0.0629854683,0.0603548538,0.0656881409,
Plague,1,1.1372655067,0.0630406124,0.0604080147,0.0657453004,
Plague,1,1.1413013133,0.063095925,0.0604613333,0.0658026393,
Plague,1,1.1445310754,0.063151365,0.0605147717,0.0658601135,
Plague,1,1.145323587,0.0632068478,0.0605682515,0.0659176318,
Plague,1,1.145642193,0.0632623519,0.0606217531,0.0659751712,
Plague,1,1.1483148609,0.0633179744,0.060675366,0.066032836,
Plague,1,1.1483607812,0.0633735968,0.0607289807,0.0660904987,
Plague,1,1.1498096774,0.0634293601,0.0607827277,0.0661483113,
Plague,1,1.1579067954,0.0634855189,0.0608368423,0.0662065481,
Plague,1,1.1632818808,0.0635419014,0.0608911658,0.066265024,
Plague,1,1.1635044299,0.0635983064,0.060945512,0.0663235222,
Plague,1,1.1652370975,0.0636548359,0.0609999752,0.0663821523,
Plague,1,1.1658484103,0.0637113993,0.0610544719,0.0664408171,
Plague,1,1.1666591492,0.0637679742,0.0611089812,0.066499492,
Plague,1,1.1666793471,0.0638245491,0.0611634924,0.0665581648,
Plague,1,1.1672306405,0.0638811582,0.0612180373,0.0666168724,
Plague,1,1.1702051803,0.0639379163,0.061272722,0.0666757385,
Plague,1,1.1707416641,0.063994732,0.0613274619,0.0667346647,
Plague,1,1.1713936274,0.0640515824,0.0613822359,0.066793626,
Plague,1,1.1735805615,0.0641085373,0.0614371084,0.0668526979,
Plague,1,1.1762088271,0.0641656559,0.0614921344,0.0669119443,
Plague,1,1.1773772984,0.0642228098,0.061547195,0.0669712266,
Plague,1,1.1856655221,0.0642805382,0.0616027882,0.0670311266,
Plague,1,1.1908772384,0.0643384375,0.0616585415,0.0670912089,
Plague,1,1.1926131501,0.0643964231,0.0617143765,0.0671513821,
Plague,1,1.1947444942,0.064454483,0.0617702823,0.0672116332,
Plague,1,1.1974218696,0.0645127175,0.0618263513,0.0672720705,
Plague,1,1.2001131084,0.0645711155,0.0618825735,0.0673326821,
Plague,1,1.2043978554,0.0646297676,0.0619390323,0.0673935657,
Plague,1,1.207869346,0.0646886381,0.0619956948,0.067454683,
Plague,1,1.2126846251,0.0647478339,0.0620526595,0.0675161495,
Plague,1,1.2146788792,0.0648072275,0.0621098089,0.0675778274,
Plague,1,1.2172705788,0.0648667274,0.0621670586,0.0676396177,
Plague,1,1.2174008137,0.064926254,0.0622243353,0.0677014344,
Plague,1,1.2177130002,0.0649858073,0.0622816389,0.0677632774,
Plague,1,1.2259740603,0.0650460256,0.0623395575,0.0678258373,
Plague,1,1.2261139105,0.0651062576,0.0623974913,0.0678884093,
Plague,1,1.2266759688,0.0651665311,0.0624554656,0.0679510236,
Plague,1,1.2280021835,0.0652268737,0.0625135061,0.0680137101,
Plague,1,1.2282635402,0.0652872302,0.0625715619,0.068076409,
Plague,1,1.2291219219,0.0653476005,0.0626296329,0.0681391203,
Plague,1,1.2292021279,0.0654079848,0.0626877192,0.0682018439,
Plague,1,1.2360319399,0.0654686915,0.0627461049,0.068264914,
Plague,1,1.239528461,0.0655296257,0.0628047024,0.0683282275,
Plague,1,1.2397903713,0.0655905742,0.0628633157,0.0683915538,
Plague,1,1.2431275289,0.0656516807,0.0629220769,0.0684550485,
Plague,1,1.2494425647,0.0657130343,0.0629810682,0.0685188081,
Plague,1,1.250477254,0.0657744319,0.0630401025,0.0685826125,
Plague,1,1.2551132284,0.0658360511,0.0630993432,0.068646654,
Plague,1,1.2606334295,0.0658980752,0.0631589589,0.0687111315,
Plague,1,1.263538629,0.065960297,0.0632187592,0.0687758204,
Plague,1,1.2703312882,0.0660228119,0.0632788315,0.0688408241,
Plague,1,1.2725966873,0.0660854516,0.0633390212,0.0689059601,
Plague,1,1.2735858053,0.0661480912,0.0633992137,0.0689710931,
Plague,1,1.2744784907,0.0662108093,0.0634594811,0.0690363082,
Plague,1,1.2745581217,0.0662735274,0.0635197512,0.0691015204,
Plague,1,1.2753967693,0.0663362928,0.0635800676,0.0691667808,
Plague,1,1.2754203852,0.0663990581,0.0636403867,0.0692320383,
Plague,1,1.2814429519,0.0664622704,0.0637011192,0.0692977773,
Plague,1,1.2844068602,0.0665255958,0.0637619585,0.0693636361,
Plague,1,1.2851618868,0.0665889537,0.0638228305,0.0694295271,
Plague,1,1.2899142954,0.0666525569,0.0638839307,0.0694956812,
Plague,1,1.29998992,0.0667166263,0.0639454618,0.0695623379,
Plague,1,1.3019155098,0.0667807804,0.0640070735,0.0696290835,
Plague,1,1.3022715184,0.0668449686,0.0640687195,0.0696958628,
Plague,1,1.3023961996,0.0669091738,0.0641303841,0.0697626574,
Plague,1,1.3042175482,0.0669734473,0.0641921144,0.0698295231,
Plague,1,1.3049827787,0.0670377723,0.0642538949,0.0698964413,
Plague,1,1.3056526423,0.0671021487,0.0643157256,0.0699634123,
Plague,1,1.3057042366,0.0671665251,0.0643775593,0.0700303801,
Plague,1,1.306109242,0.0672309015,0.0644393959,0.0700973447,
Plague,1,1.3067729832,0.0672953124,0.0645012672,0.0701643436,
Plague,1,1.3114361463,0.0673599836,0.0645633804,0.0702316218,
Plague,1,1.3135680014,0.0674247598,0.0646255931,0.0702990108,
Plague,1,1.3139791279,0.0674895712,0.064687841,0.0703664347,
Plague,1,1.3160740512,0.0675544708,0.0647501729,0.0704339512,
Plague,1,1.3179196895,0.067619548,0.0648126707,0.070501657,
Plague,1,1.322249271,0.0676849843,0.0648755011,0.0705697497,
Plague,1,1.3226258026,0.0677504388,0.0649383513,0.0706378587,
Plague,1,1.3237307651,0.0678159478,0.0650012547,0.0707060236,
Plague,1,1.3249355587,0.0678815115,0.0650642113,0.0707742446,
Plague,1,1.3273538949,0.0679472952,0.0651273728,0.0708427012,
Plague,1,1.3285662358,0.0680132268,0.0651906732,0.0709113152,
Plague,1,1.3287830417,0.0680791585,0.0652539767,0.0709799257,
Plague,1,1.3301691579,0.0681452764,0.0653174543,0.0710487352,
Plague,1,1.331113311,0.0682115066,0.065381038,0.0711176633,
Plague,1,1.3331542352,0.0682777933,0.0654446766,0.0711866492,
Plague,1,1.3352105163,0.0683442502,0.0655084745,0.0712558167,
Plague,1,1.3358549022,0.068410745,0.0655723105,0.071325022,
Plague,1,1.3415106729,0.0684776234,0.0656365012,0.0713946404,
Plague,1,1.3425298568,0.0685445404,0.0657007307,0.0714642975,
Plague,1,1.3471858338,0.0686116523,0.0657651421,0.0715341629,
Plague,1,1.3479108185,0.0686787643,0.0658295568,0.0716040247,
Plague,1,1.3492069822,0.0687459351,0.0658940288,0.0716739469,
Plague,1,1.3501136395,0.0688131059,0.0659585041,0.0717438657,
Plague,1,1.3524204512,0.068880395,0.0660230912,0.0718139095,
Plague,1,1.3530486209,0.0689477833,0.0660877724,0.0718840574,
Plague,1,1.3560601222,0.0690153909,0.0661526581,0.0719544403,
Plague,1,1.359552452,0.069083301,0.066217824,0.0720251483,
Plague,1,1.3637930898,0.0691514153,0.0662831805,0.0720960748,
Plague,1,1.3648186003,0.0692195296,0.0663485405,0.0721669976,
Plague,1,1.3710542736,0.0692879552,0.0664141889,0.0722382552,
Plague,1,1.3761028461,0.0693568454,0.0664802662,0.0723100146,
Plague,1,1.3762311458,0.0694257357,0.066546347,0.0723817703,
Plague,1,1.3810369477,0.069495014,0.0666127864,0.0724539443,
Plague,1,1.3854734849,0.069564576,0.0666794891,0.0725264235,
Plague,1,1.3864874187,0.0696342264,0.0667462762,0.0725989948,
Plague,1,1.3884784057,0.0697040987,0.0668132699,0.0726718039,
Plague,1,1.4046700434,0.0697751849,0.0668813763,0.0727459317,
Plague,1,1.4123202071,0.0698466739,0.0669498544,0.0728204948,
Plague,1,1.4280143364,0.0699191168,0.0670192063,0.0728960946,
Plague,1,1.4329432883,0.0699918862,0.06708886,0.0729720464,
Plague,1,1.4343060612,0.0700648075,0.0671586566,0.0730481596,
Plague,1,1.434896318,0.0701377542,0.0672284807,0.0731242958,
Plague,1,1.4358337728,0.0702107265,0.0672983325,0.0732004552,
Plague,1,1.4361141843,0.0702837242,0.0673682118,0.0732766377,
Plague,1,1.4383821027,0.0703568498,0.0674382122,0.0733529553,
Plague,1,1.4385733322,0.0704300011,0.0675082403,0.0734292962,
Plague,1,1.4430853625,0.0705033591,0.0675784612,0.0735058582,
Plague,1,1.4466437456,0.0705769519,0.0676489004,0.0735826721,
Plague,1,1.4495549421,0.0706509145,0.0677196808,0.0736598852,
Plague,1,1.4514868279,0.0707250639,0.0677906359,0.0737372977,
Plague,1,1.4520038352,0.0707992401,0.06786162,0.0738147345,
Plague,1,1.4523279182,0.0708734163,0.0679326086,0.0738921665,
Plague,1,1.4614798895,0.070948272,0.0680042204,0.0739703365,
Plague,1,1.461571821,0.0710231277,0.0680758369,0.0740485015,
Plague,1,1.4636224276,0.0710981215,0.0681475837,0.0741268125,
Plague,1,1.4641837677,0.071173143,0.0682193605,0.0742051487,
Plague,1,1.4684834123,0.0712484154,0.0682913703,0.0742837543,
Plague,1,1.4696810125,0.0713236878,0.068363385,0.0743623548,
Plague,1,1.470543133,0.0713990164,0.0684354555,0.0744410116,
Plague,1,1.474330696,0.0714745713,0.0685077366,0.0745199109,
Plague,1,1.4757176875,0.0715502117,0.0685801004,0.0745988985,
Plague,1,1.480669186,0.0716261403,0.0686527312,0.0746781964,
Plague,1,1.486286877,0.0717024494,0.0687257129,0.0747579053,
Plague,1,1.4868076704,0.0717788175,0.0687987531,0.0748376736,
Plague,1,1.4884824296,0.0718553634,0.0688719601,0.0749176312,
Plague,1,1.4910564375,0.0719321187,0.0689453622,0.0749978125,
Plague,1,1.5036991102,0.0720094523,0.069019295,0.0750786218,
Plague,1,1.5080216588,0.0720870648,0.0690934862,0.0751597309,
Plague,1,1.5145220457,0.0721651186,0.0691680834,0.0752413181,
Plague,1,1.5209952408,0.0722436211,0.069243093,0.0753233913,
Plague,1,1.5214576089,0.0723221236,0.0693181082,0.0754054587,
Plague,1,1.5265833821,0.0724010504,0.0693935136,0.0754879855,
Plague,1,1.5314629682,0.0724804085,0.0694693158,0.0755709795,
Plague,1,1.5360894503,0.0725599683,0.0695453065,0.0756541889,
Plague,1,1.5409129005,0.0726397325,0.0696214881,0.0757376163,
Plague,1,1.5581843347,0.0727208637,0.0696989134,0.0758225387,
Plague,1,1.5614767096,0.0728022116,0.0697765409,0.0759076929,
Plague,1,1.5658069674,0.0728837793,0.0698543734,0.075993082,
Plague,1,1.5664491159,0.072965347,0.0699322122,0.0760784645,
Plague,1,1.5699944461,0.0730469888,0.0700101242,0.0761639218,
Plague,1,1.5727408641,0.0731287795,0.0700881771,0.0762495361,
Plague,1,1.5770910896,0.073210833,0.070166474,0.0763354327,
Plague,1,1.5772299962,0.0732928865,0.0702447773,0.0764213227,
Plague,1,1.5776724608,0.0733749401,0.0703230868,0.0765072059,
Plague,1,1.5899341592,0.0734579524,0.0704022696,0.0765941367,
Plague,1,1.5998958479,0.0735417182,0.0704821396,0.0766818896,
Plague,1,1.6056128777,0.0736258077,0.0705623086,0.0767699917,
Plague,1,1.6116525255,0.0737103901,0.0706429294,0.0768586294,
Plague,1,1.6151641522,0.0737952224,0.0707237826,0.0769475349,
Plague,1,1.6167850592,0.0738802229,0.0708047946,0.0770366182,
Plague,1,1.6227561917,0.0739658633,0.0708863908,0.0771263993,
Plague,1,1.6298923426,0.0740518952,0.070968347,0.0772166042,
Plague,1,1.6367226675,0.0741382362,0.0710505893,0.0773071423,
Plague,1,1.6411142786,0.07422507,0.0711332828,0.0773982159,
Plague,1,1.6462720222,0.0743123588,0.0712163936,0.0774897836,
Plague,1,1.6576235938,0.0744008206,0.0713005675,0.0775826386,
Plague,1,1.661052679,0.0744896681,0.0713850961,0.0776759112,
Plague,1,1.6615665049,0.0745785157,0.071469633,0.0777691751,
Plague,1,1.6632745757,0.0746675581,0.0715543533,0.0778626456,
Plague,1,1.6672614781,0.0747568957,0.0716393472,0.0779564335,
Plague,1,1.6730042913,0.0748466315,0.0717247072,0.0780506529,
Plague,1,1.680069354,0.0749366709,0.0718103483,0.0781451989,
Plague,1,1.6925989228,0.0750274889,0.071896697,0.0782405974,
Plague,1,1.7089879545,0.0751194944,0.0719841193,0.0783373015,
Plague,1,1.7223692076,0.0752125097,0.0720724552,0.0784351151,
Plague,1,1.7432095989,0.07530711,0.0721622183,0.0785346778,
Plague,1,1.7465750588,0.0754020135,0.0722522625,0.0786345663,
Plague,1,1.7519968436,0.0754972849,0.0723426459,0.0787348527,
Plague,1,1.7524394408,0.0755925564,0.0724330399,0.0788351278,
Plague,1,1.7546194525,0.0756880137,0.0725236103,0.0789355981,
Plague,1,1.7628820523,0.0757841619,0.0726148084,0.0790368252,
Plague,1,1.7671342259,0.0758803736,0.0727060739,0.0791381113,
Plague,1,1.7693882433,0.0759767133,0.0727974645,0.0792395282,
Plague,1,1.7778443399,0.0760740282,0.0728897361,0.0793420181,
Plague,1,1.7791445857,0.0761714091,0.0729820779,0.0794445695,
Plague,1,1.7818531284,0.0762691895,0.0730747872,0.0795475533,
Plague,1,1.7961539395,0.0763686776,0.0731690292,0.0796524268,
Plague,1,1.8073438531,0.0764693028,0.0732642947,0.0797585552,
Plague,1,1.8086805097,0.0765700004,0.0733596372,0.079864751,
Plague,1,1.8186432487,0.0766712847,0.0734555139,0.079971588,
Plague,1,1.8231300769,0.0767729424,0.0735517352,0.080078828,
Plague,1,1.8236903239,0.0768746002,0.0736479697,0.0801860542,
Plague,1,1.8248188459,0.0769763334,0.0737442842,0.0802933509,
Plague,1,1.8367552874,0.0770791428,0.0738415675,0.0804018352,
Plague,1,1.8390975885,0.0771822662,0.0739391431,0.0805106559,
Plague,1,1.8428585834,0.077285706,0.0740370131,0.0806198156,
Plague,1,1.8635777066,0.077390954,0.0741364998,0.0807309826,
Plague,1,1.888745824,0.0774987568,0.0742382603,0.0808449965,
Plague,1,1.8914411312,0.077606652,0.0743401186,0.0809590971,
Plague,1,1.8978961389,0.0777150134,0.0744424046,0.0810737035,
Plague,1,1.8988380417,0.0778233748,0.0745447069,0.0811882926,
Plague,1,1.9075992248,0.0779322092,0.0746474432,0.0813033952,
Plague,1,1.9260149521,0.0780430031,0.0747519239,0.081420681,
Plague,1,1.9450807685,0.0781560852,0.0748584355,0.0815405225,
Plague,1,1.9702037641,0.0782720558,0.0749675001,0.0816636019,
Plague,1,1.996048438,0.0783906494,0.0750788794,0.0817896249,
Plague,1,2,0.0783906494,0.0750788794,0.0817896249,961
Plague,1,2.0004354047,0.0785098645,0.0751908243,0.0819163273,
Plague,1,2.0068456249,0.0786302243,0.0753037912,0.0820443021,
Plague,1,2.0151827029,0.0787518933,0.075417923,0.0821737359,
Plague,1,2.0220804326,0.0788740977,0.0755325461,0.0823037508,
Plague,1,2.0231353663,0.0789963021,0.0756471946,0.0824337388,
Plague,1,2.0292893541,0.0791189142,0.0757622235,0.0825641627,
Plague,1,2.0335243601,0.0792418004,0.0758775163,0.0826948707,
Plague,1,2.0410987498,0.0793655238,0.0759935636,0.0828265019,
Plague,1,2.0526402732,0.0794908353,0.076111018,0.0829599094,
Plague,1,2.0579409291,0.0796165893,0.0762288841,0.083093791,
Plague,1,2.0660771902,0.0797438593,0.076348094,0.0832293679,
Plague,1,2.0664558601,0.0798711293,0.0764673327,0.0833649143,
Plague,1,2.0667986971,0.0799983994,0.0765865998,0.0835004307,
Plague,1,2.079139727,0.080126777,0.0767068565,0.0836371773,
Plague,1,2.0820154693,0.0802551546,0.0768271422,0.083773893,
Plague,1,2.0856341192,0.0803840207,0.0769478809,0.0839111341,
Plague,1,2.1239762348,0.0805179261,0.0770730092,0.0840540911,
Plague,1,2.159034773,0.0806557053,0.0772015069,0.0842014479,
Plague,1,2.1673364492,0.0807945223,0.0773309339,0.0843499551,
Plague,1,2.20524042,0.0809361907,0.077462844,0.0845016976,
Plague,1,2.2334135607,0.0810802317,0.0775968245,0.0846561274,
Plague,1,2.2437904276,0.0812252626,0.0777316949,0.084811651,
Plague,1,2.2493447552,0.0813713181,0.0778674852,0.0849683079,
Plague,1,2.2733990622,0.0815208553,0.0780062868,0.085128937,
Plague,1,2.2747597098,0.08167067,0.0781453755,0.0852898328,
Plague,1,2.3303531471,0.0818260948,0.0782892697,0.0854571784,
Plague,1,2.3350112684,0.0819818368,0.0784334913,0.08562483,
Plague,1,2.3588944901,0.0821405247,0.0785802584,0.085795845,
Plague,1,2.3824740855,0.082301308,0.0787288527,0.0859692347,
Plague,1,2.4040034552,0.0824643227,0.0788793888,0.0861451579,
Plague,1,2.4677102629,0.0826361346,0.0790373448,0.0863313168,
Plague,1,2.4945424889,0.0828122449,0.0791989534,0.0865224487,
Plague,1,2.4966164799,0.0829883553,0.0793606571,0.0867134803,
Plague,1,2.6256343273,0.0831927827,0.0795455313,0.0869382129,
Plague,1,2.6869382253,0.0834101822,0.0797408987,0.0871785123,
Plague,1,2.7992530135,0.0836544425,0.0799573662,0.0874517089,
Plague,1,2.8878981151,0.08391203,0.0801843081,0.0877412242,
Plague,1,2.9682724131,0.0841970581,0.0804320598,0.0880651383,
Plague,1,3,0.0841970581,0.0804320598,0.0880651383,136
Plague,1,3.3649868833,0.0846113298,0.0807669848,0.0885625206,
Plague,1,3.3959085013,0.0850326231,0.0811090344,0.0890668486,
Plague,1,3.4766544329,0.0854878387,0.0814745173,0.0896161804,
Plague,1,4,0.0854878387,0.0814745173,0.0896161804,49
Plague,1,4.1075487155,0.0864209875,0.0820246776,0.0909537301,
Plague,1,4.2062049397,0.0873541363,0.0826356653,0.0922279021,
Plague,1,5,0.0873541363,0.0826356653,0.0922279021,8
Plague,2,0,0,0,0,50000
Plague,2,0.0000421925,0.0000200008,2.3327894E-6,0.000120117,
Plague,2,0.0003041806,0.000040006,9.059609E-6,0.0001460964,
Plague,2,0.0005656146,0.0000600156,0.0000180754,0.0001746512,
Plague,2,0.0005867805,0.0000800252,0.0000284936,0.0002029808,
Plague,2,0.0007145438,0.0001000368,0.0000398846,0.0002308138,
Plague,2,0.0008714288,0.0001200496,0.0000520011,0.0002581614,
Plague,2,0.0011414001,0.0001400644,0.0000646865,0.0002850825,
Plague,2,0.0011561779,0.0001600793,0.0000778324,0.0003116302,
Plague,2,0.0015005314,0.0001800997,0.0000913644,0.0003378644,
Plague,2,0.0015549803,0.0002001213,0.0001052227,0.0003638172,
Plague,2,0.0017144447,0.0002201466,0.0001193639,0.0003895264,
Plague,2,0.0021467701,0.0002401795,0.0001337554,0.0004150268,
Plague,2,0.0023068938,0.0002602139,0.0001483654,0.0004403305,
Plague,2,0.0023718957,0.0002802488,0.0001631699,0.0004654555,
Plague,2,0.0025338952,0.0003002882,0.0001781519,0.000490425,
Plague,2,0.0025896647,0.0003203283,0.0001932928,0.0005152473,
Plague,2,0.0029246459,0.0003403736,0.0002085815,0.0005399418,
Plague,2,0.0029606283,0.000360421,0.0002240039,0.000564514,
Plague,2,0.0029918889,0.00038047,0.0002395495,0.0005889728,
Plague,2,0.0032417044,0.0004005222,0.00025521,0.0006133288,
Plague,2,0.0034427772,0.0004205756,0.0002709762,0.0006375865,
Plague,2,0.003567118,0.0004406318,0.000286842,0.0006617546,
Plague,2,0.0039591329,0.0004606937,0.000302803,0.0006858434,
Plague,2,0.0040286812,0.0004807564,0.0003188502,0.0007098508,
Plague,2,0.004113854,0.0005008203,0.0003349788,0.0007337823,
Plague,2,0.0041570023,0.0005208846,0.0003511837,0.0007576409,
Plague,2,0.0042462183,0.0005409513,0.000367462,0.0007814337,
Plague,2,0.00442938,0.0005610221,0.0003838109,0.0008051665,
Plague,2,0.0046470884,0.0005810977,0.0004002277,0.0008288437,
Plague,2,0.0047020501,0.0006011741,0.0004167063,0.0008524626,
Plague,2,0.0047242565,0.0006212514,0.0004332437,0.0008760259,
Plague,2,0.0047526594,0.000641329,0.0004498369,0.0008995357,
Plague,2,0.0053024856,0.0006614168,0.0004664904,0.000923008,
Plague,2,0.0055304995,0.0006815086,0.0004831975,0.0009464364,
Plague,2,0.006080599,0.0007016126,0.0004999618,0.0009698342,
Plague,2,0.0061051242,0.0007217178,0.0005167738,0.000993188,
Plague,2,0.0061153879,0.0007418234,0.0005336308,0.0010164985,
Plague,2,0.0061559326,0.0007619294,0.0005505311,0.0010397675,
Plague,2,0.0062683174,0.0007820379,0.0005674745,0.0010629992,
Plague,2,0.0064183248,0.0008021496,0.0005844601,0.0010861964,
Plague,2,0.0064388852,0.0008222617,0.0006014844,0.0011093564,
Plague,2,0.00653187,0.0008423742,0.0006185461,0.0011324807,
Plague,2,0.0065686942,0.000862488,0.0006356443,0.0011555717,
Plague,2,0.0070587519,0.0008826139,0.000652786,0.001178645,
Plague,2,0.0072446856,0.0009027464,0.000669966,0.0012016942,
Plague,2,0.0075060961,0.000922883,0.0006871814,0.001224717,
Plague,2,0.0075090818,0.0009430195,0.0007044281,0.001247709,
Plague,2,0.0076807986,0.0009631594,0.0007217076,0.0012706754,
Plague,2,0.0077617566,0.0009833008,0.0007390178,0.001293615,
Plague,2,0.0077937185,0.0010034435,0.0007563575,0.001316528,
Plague,2,0.0079453338,0.001023589,0.000773727,0.0013394175,
Plague,2,0.0079847693,0.001043735,0.0007911238,0.001362281,
Plague,2,0.0080837487,0.0010638838,0.0008085489,0.0013851225,
Plague,2,0.0081398492,0.0010840338,0.0008260003,0.0014079404,
Plague,2,0.0083059199,0.0011041871,0.0008434791,0.0014307382,
Plague,2,0.0085790379,0.0011243441,0.0008609847,0.001453517,
Plague,2,0.0090517225,0.0011445121,0.0008785223,0.0014762868,
Plague,2,0.0091564426,0.0011646806,0.0008960831,0.0014990346,
Plague,2,0.0093669597,0.0011848527,0.0009136691,0.0015217651,
Plague,2,0.0094141496,0.0012050257,0.0009312775,0.0015444751,
Plague,2,0.009448849,0.0012251994,0.0009489078,0.0015671651,
